"","ph","Hardness","Solids","Chloramines","Sulfate","Conductivity","Organic_carbon","Trihalomethanes","Turbidity","Potability"
"37",3.64162977747338,183.908722261827,24752.0724597554,5.53831413348136,286.059556049271,456.860095941041,9.03406675271333,73.5946567566564,3.46435303515502,0
"40",9.26718753076355,198.614394719096,24683.7235660297,6.11061242139319,328.077533201469,396.876949057918,16.4719693531551,30.383314574642,4.32400464561828,0
"42",5.33194047901854,194.8740654458,16658.8765031636,7.99382956237532,316.675161828167,335.120398437461,10.1805138026316,59.5727137112269,4.43482025795655,0
"43",7.14577154521882,238.68992851166,28780.3404316327,6.81402870120907,385.97565048679,332.032706330686,11.0931633974527,66.1380447471002,5.18259070398023,0
"44",9.92069105876815,202.817483001426,9973.93405920854,6.8822483067815,337.350529109637,333.192469937681,23.917601261275,71.833623959766,4.69070723013249,0
"47",6.95386422551106,209.638292979021,10575.1862808894,4.46270724613798,315.606594400392,391.184315086006,13.285333916086,87.3908889795634,3.19571032819626,0
"48",10.682966425806,173.375498350121,15758.7406213889,5.57078357539446,307.352585765927,323.807913246581,10.0908697516698,78.4727844538545,3.99977538155006,0
"50",8.75725739744099,200.191400442057,21536.2246874454,4.91510105454319,317.882900497837,404.717799156445,13.7683233064213,47.9308718771102,3.62613544161223,0
"52",7.80963189801941,100.457615091583,12013.5506287645,5.21231460206535,247.200826047643,605.220124350006,9.61134874001124,66.0841736371334,2.44744446391063,0
"53",6.65248809085571,145.010171919083,19871.7884483059,4.9610663801915,288.052191736852,545.974993762403,10.9420242560121,71.7274140605346,3.74209042634967,0
"54",9.14719705533692,211.714141777641,11920.6108356462,7.2307947693374,339.751918800794,527.708910013041,18.2753121092776,47.6348849343715,3.79453159110321,0
"55",10.5607446362182,181.893365561554,21783.6510333634,6.99125999623813,340.390378355173,456.556402122344,16.4828353669639,34.2520490783523,3.96468635002213,0
"57",8.5208065729703,238.33511245551,28779.6500110336,8.28280846450961,381.649322871895,481.318802688613,6.01633660927121,39.0911713622533,3.94060452979468,0
"58",4.99941381079692,190.28705014936,24323.8659030459,7.23016412686204,324.893037842256,405.33048202759,8.2365575031053,99.4273849182851,4.46068393173744,0
"61",3.90607835495617,233.402835012476,32144.7999336183,6.9948396173051,348.359448213977,269.449051226939,9.6541256002684,63.7430638401644,3.90287971165746,0
"62",6.39135362383218,213.017829682795,20965.4783088536,5.37555989197469,327.650542521707,369.338120915857,13.7581051707438,17.9157225691808,3.92374916929651,0
"67",5.05810886856514,238.569380413499,34873.9345228707,8.9832761443866,374.433504516857,669.725086180179,13.3531814339635,76.521799745524,5.10665577442008,0
"70",7.26155052207072,179.889788237885,24964.7777030965,5.83708649283744,349.269271301457,501.18278074341,17.2877132782963,50.9930064530811,3.6363641826805,0
"71",7.16046723080874,183.089310037929,6743.3460655304,3.80303642359799,277.59909862106,428.036344350404,9.79962468961304,90.0353736736207,3.88489104414728,0
"72",5.70476477621302,116.299329883796,33223.5815287499,7.05050315957697,297.078153478521,504.378680967655,9.00182048756614,48.1470312534892,4.15753340748974,0
"73",6.21727313516034,130.944463888466,19460.3828189876,7.09246295530537,300.131271998304,556.653710033398,14.0836083521955,57.8970747068077,5.3258334456958,0
"77",3.51454552874528,158.732075761402,23029.6636135636,6.82167909946113,286.522846816978,307.379142035191,9.71223191091832,79.8509285745725,3.76261533109937,0
"78",3.72250048593372,163.639746920582,37962.167991261,6.68457027419134,326.694017860303,467.562972871182,14.5672688601883,50.577979098281,3.66283773199136,0
"79",6.45500479749672,176.68397277687,24468.0483903546,5.75693003869286,314.79959828381,477.581346155703,16.2455043416107,57.7297238284401,2.29343140641286,0
"80",7.31680475388092,217.522861962291,31903.3998115322,9.86504750268218,376.937972305666,425.913400180269,8.99275427225467,69.5092198221153,3.5083726497836,0
"83",7.40898546692461,204.961749810895,9566.1222701692,6.50592313880598,311.452662511749,504.145994083866,11.5321440077412,81.1069377314624,3.77242092798951,0
"84",5.9767696180876,258.952732015953,27267.9818609542,7.64859933144346,383.657152107097,514.118920118766,12.2567902511904,82.4697984299673,2.99467109550822,0
"85",6.39535913167106,133.834229104379,23827.2750154029,5.1277468613272,266.908428280785,573.400295149959,9.83387458458026,95.0266092798437,4.1912175147117,0
"87",6.76283252189174,232.075176555876,27159.3843452335,7.8849906578686,350.445292697202,465.41377462135,13.8639648823311,64.812257383196,4.91657916075128,0
"88",9.91871706385417,199.181251073391,21470.2783054133,6.79984141022556,329.178429026076,430.507706865287,15.9660429443621,59.2922732697522,3.38550844385672,0
"89",10.1554401702219,300.29247579584,12652.3629786581,6.6551263625675,398.647785745958,487.459131030755,9.34763398648568,67.9197886870381,5.00246725992208,0
"90",8.72172671062058,206.369682384784,28608.0520763725,6.32544240366485,377.404538185199,506.938352729825,13.5537510072485,42.3814839375372,2.55502690399687,0
"94",9.02678771951163,253.217074170985,27965.0721459284,6.58837436618264,373.553235338394,588.319650536399,16.1457320527751,59.1244508481104,2.01904201820117,0
"95",6.95337160338955,203.146546752177,11609.1090545278,5.49573765470786,304.283193214404,551.143337166581,9.38778127553081,55.9580055948576,3.6518658084229,0
"96",6.14087755694786,197.876089749367,26687.8744833339,7.58719641794751,329.231852935019,548.072761316117,15.8363302052362,41.263647883677,5.35946029501296,0
"97",7.07787400653045,220.670539606766,23873.3782101337,6.18183961638285,341.987234078384,333.050785943346,10.661798937604,90.2977703302096,4.76450826492145,0
"98",5.48831430901251,135.802361700609,21485.1531951911,8.18741579072919,280.60328667032,441.331137458693,14.860262683375,88.2873455618085,5.06678627178454,0
"99",7.20555917458873,120.327615343609,24627.8675604689,6.20246933211403,289.768696553328,418.433289920077,13.6431470858693,63.7337323701965,3.71005312567987,0
"100",9.17786986589243,163.274828255701,20868.3312189988,7.72604043416508,320.421432178678,426.99439316894,10.2142746032407,62.4309261568399,3.10876998791345,0
"101",4.27071619473374,166.837708540285,24405.2505349528,7.39151013842066,297.206739168304,349.518910367649,13.4785264454989,54.4748395444017,3.76390590295233,0
"103",8.52616986977779,175.612836321743,11837.1233596084,7.48370883798738,308.398515538285,474.240482290634,21.8459162525421,52.3722011066748,5.08301414151692,0
"106",8.49057156202774,204.123648393358,22989.7963899466,8.27079293672615,358.847114997085,435.00089830823,17.0842456548762,62.4216370579103,3.87555680513677,0
"108",8.85840153120047,254.617518664217,9624.30046211011,7.95401562709248,348.408194901641,344.303362522259,7.93546775833221,78.1085498155673,5.52572633812172,0
"109",6.09815652147278,189.995845993418,27776.9010516934,6.44309787786945,347.930400415737,245.859631971253,14.6368822563776,73.4246324550165,3.97736236432997,0
"110",8.41997068212899,185.71898879367,13237.9896045708,3.99826584098065,308.142638852851,463.647277372842,17.2095650554708,48.7831116597878,3.96247831428277,0
"112",7.87589513548179,226.284787816812,12710.2494516118,7.30312658315166,346.403258137368,445.37414743286,6.06346191252914,63.1280440310222,4.23858920348152,0
"113",7.72533290807476,252.265491197857,36477.7381124191,8.38676100823379,426.543589756511,339.411326656314,17.485844248946,60.4838846622711,3.7248367036447,0
"114",3.38809061052389,212.02894446572,20230.1255769518,8.56978152973331,349.155998712752,353.912927441666,18.2083396718999,82.3878739901734,2.79860094826705,0
"117",7.18382572339319,261.850799769252,14100.9689869799,9.00849519373189,358.724702121681,290.423838365244,17.1499071256872,82.0251158024052,4.59716551152686,0
"118",10.1119767046487,240.432100229138,15331.3026917532,5.39265128202306,361.902926198397,403.041810149845,16.1311242870145,61.1111463382773,3.42576324217368,0
"121",6.87745693257671,136.879213870788,27433.5872941518,7.09152151426043,307.397088303886,342.196346634474,18.403845830233,81.1934121712123,3.82765007173544,0
"125",8.55087546928934,231.248786805544,28918.4199530772,7.82252849054793,369.264222748674,432.285270027194,16.2662966876369,73.1494643248359,3.77288660745877,0
"126",10.3084776568137,217.219746431633,27653.2351844107,8.91226634068462,369.531206353232,382.951504838969,6.58040155082625,59.5760399105859,3.28507705246984,0
"128",7.37108507320957,207.716824421235,24913.8371658901,9.61633043693997,362.300180048402,363.168538419018,11.5426617821751,67.7207043792921,4.41258953670281,0
"130",6.50648776650247,202.285937949592,17087.0769018372,6.20198276732331,326.662368312598,481.77193425228,16.5351859271801,46.2057479107106,3.54877558874774,0
"131",6.6439357746623,151.88960011378,10909.1945923231,3.74962514830096,240.936722137512,437.909005165605,15.2647423480241,64.2039637026633,3.81295292599179,0
"132",5.03377398975167,155.321477500803,34971.8074826268,7.12147744810493,320.115497020528,500.637326170004,18.3124985419358,63.1933059895138,3.24494847731906,0
"133",6.91260756198984,155.740495235264,17973.1788590118,4.91630256203135,275.908227859839,439.648051219393,18.3807119263819,55.5074684684337,2.61224895319217,0
"134",7.9776359908805,245.895130408675,32170.0691600962,9.63563608296433,399.583154921766,473.66245276455,11.7283381959607,23.8170199049478,3.55212949970165,0
"135",6.07833583650927,197.501911898473,35957.7921825948,8.1304722082473,379.527706292391,360.060477355827,20.0984128913569,41.8659595102135,4.20158090550856,0
"136",6.24241448410385,191.908729549292,28149.4117916229,7.13043679959553,319.306785080274,448.242526742302,19.3700908745463,60.9394809821198,4.50870509789448,0
"137",6.06335478989108,160.767311284926,14775.1455957529,7.48410364667024,305.8285532787,327.270238680758,12.3090159553652,69.0384538706694,3.46733691481686,0
"138",8.12958551396673,177.898966625482,27834.2176963405,9.00600774687328,334.438538803578,397.021427553866,15.9362616766008,81.3907584962452,3.36253713519879,0
"139",9.56240594378952,202.013642600092,13041.8291403941,5.82065520785932,327.118824016746,433.381666732186,14.1390659089117,63.5489926560928,3.76271983703003,0
"140",8.16779263230825,200.913754671951,27141.3629029435,7.26241663865427,344.16113431572,525.598787501158,16.1422840033882,66.2314355359186,4.28939548409825,0
"143",6.82546790063039,187.051709666074,46140.1268495023,6.13775746208674,352.702182236881,373.427235487894,12.6063816468097,58.7522013156628,3.02744957804516,0
"144",7.86117770099856,204.274241099894,25145.0241247856,7.92331537481215,338.213803443688,469.486961246162,15.9934103508625,86.1672982933708,4.15765662837507,0
"145",4.96577355964497,220.84863863404,21802.7448979289,6.25057803110652,311.598135966664,386.413331518427,18.0352375421452,53.9081773539711,3.42176684940126,0
"146",6.20743296761472,192.937027096907,13442.6034711367,5.81902293961138,325.906561765528,533.795850817681,14.6875393373361,60.485033294962,3.54929884129315,0
"148",9.76925100608684,264.265654279137,8471.67738143048,8.34970976670902,359.268542593351,353.196475487524,15.047086914888,52.6454585339377,4.63655619525686,0
"149",9.63066547990335,152.862433484157,23641.7025653039,6.92570607978945,333.148317659025,417.167072927369,16.6701839174972,89.997574219544,4.92009115795916,0
"151",7.63357008767755,199.652999577864,16312.154973975,9.90054689705391,358.566282086721,420.534171827919,10.5393922697286,100.242706003757,2.92706676688638,0
"152",5.77119904981369,155.050893050641,24909.444009562,6.53126126981309,297.009319394114,313.701934333433,11.7047889965081,85.6883034547674,4.68895906549511,0
"153",6.57996932940156,197.226980910949,17657.0841764933,4.50629347440582,290.289894259116,254.393275604808,9.84765527571784,73.7497164666022,4.57593187159087,0
"154",4.80115436807586,180.772870756366,13556.7343971147,8.97728638077529,322.062446971722,587.395011704661,12.4013680657031,62.0281865244699,4.41863813166775,0
"156",6.90699217181166,216.785290840025,19991.239149049,7.30235165128946,340.106027788351,356.459136851582,9.61410602461177,61.1226436255536,2.1247593522163,0
"160",7.72613480790251,233.94786366297,21667.8687413264,6.31318187205834,340.273171420464,472.258993732568,14.3998600159613,36.578037887642,3.72063690445242,0
"162",8.92707814830174,241.875105045647,22821.2543765666,8.54973827385147,367.975557858676,380.19720002244,10.8592872781103,75.8570678201616,4.60186095914794,0
"163",6.20801553971902,153.221106319491,17358.7963650421,8.21493885317026,328.28202899765,481.195673478421,14.2740922752103,62.7181991716348,4.33461573232045,0
"164",6.12842563529592,141.492409507039,9615.83270969255,7.62791913004187,277.951703726615,415.008736896396,16.4358429133073,50.693926711494,4.6338238619208,0
"166",7.30804884827557,274.704950471649,14600.5395218919,8.10580288156064,384.564852479778,415.607277793495,16.7616247036236,68.9372269462471,3.69611971150142,0
"168",8.64088640890949,201.568724095364,26473.7132389616,6.96709456161794,352.30658571021,309.983286816536,17.6650833831558,68.6649234763206,5.26310157204138,0
"170",8.15321007527215,127.144891806031,10280.9294967405,5.82835779446371,267.636885642081,487.908327190203,11.9434765806413,90.6193543921401,2.90578813405652,0
"171",8.29372011038887,206.160414887914,35216.3859701736,6.4409997656439,347.062240730117,399.483621200017,16.0656679446924,79.9545109643845,3.95471528267077,0
"175",7.83097634338162,190.79904405061,7695.06393470298,4.84520547564011,292.515824496843,507.445488328078,15.5266584456971,85.0095058969045,4.58878465694885,0
"176",4.43028121154654,139.685758800067,28862.2571698188,8.96137237710277,298.379458364091,434.781267064466,17.2992944626111,63.0425009230603,4.38456515563776,0
"177",7.24073963888777,201.186804455864,23783.0995563778,7.75128544006986,340.983683360551,579.220394132469,13.4863790989332,62.6502355037238,3.55629746715451,0
"179",6.86730132179913,174.184976384729,24112.1534705246,5.52994223598178,297.655574870714,484.122938877591,11.4826869957823,65.304413621421,3.82359503986888,0
"180",6.12963701481375,200.278182205738,30989.9484145183,8.83010231923039,348.86815408523,341.388576714774,9.30011727814434,79.5536120701269,4.61588618127591,0
"181",7.91704944317788,278.056320997531,27192.2805606463,9.22012821147038,424.787995893508,358.781736184615,15.0543128713747,56.8396020283916,3.65948462488859,0
"182",6.51161807524181,181.873421728964,29136.8146238697,7.68577509624383,345.751638450597,475.341350669493,12.3212321574666,52.4376171400562,4.85043370775417,0
"183",5.32381558430839,232.368579969203,37625.7526798583,8.87982293386577,380.576472000651,580.897700394379,12.2938030525696,55.3100194095392,2.88072184587293,0
"184",6.76957286865679,168.937072453872,11067.181147841,7.12126360858425,305.794950297762,289.542460115854,18.5459029612397,62.0015712839557,5.22054026961025,0
"185",5.87797404044048,141.61528668805,13652.2931993926,5.70165912542623,279.782400407516,538.495404440218,12.0340422690194,67.9072580088852,4.03225950382439,0
"187",6.3400276280476,225.02814848907,45222.5066654832,5.80903156174734,363.00575511398,435.500457091777,11.3859372661948,80.6703113615465,3.68600132424728,0
"189",5.65350613479323,146.590232315469,16462.4600861639,6.50159620451896,299.644611379132,272.440558304258,13.7952644609243,87.8225851099505,5.19898550361322,0
"190",6.62601218407531,112.299485482847,25839.8941037115,7.65874687809831,312.2470431487,327.248078633869,19.409146560147,85.7851028383068,4.1943131293054,0
"191",7.79383357299355,176.866482894018,18344.6803608362,7.56767688428186,338.229597269824,371.216973001417,9.03904245449945,76.2880763113865,4.17293533526433,0
"193",7.36273650194979,185.692181022348,16268.4486062585,5.3170192746089,316.918648498788,419.258448054953,16.0242460908416,64.678913771954,4.4085131823975,0
"194",9.32030544529501,129.823858546802,16002.1383195451,4.40503453226724,271.67056164357,499.844167149205,13.0768589021687,82.8375829027802,4.20580973235456,0
"195",3.71979164437192,248.859267284345,23590.9321286561,7.68374222080405,351.555482209904,427.49593124522,20.3937816665201,38.6049368953174,2.71839773388029,0
"197",9.86887788066247,214.166235314634,15326.855914122,3.35159781964509,297.084173512091,424.292830805958,19.1884413828765,70.0705140961391,3.35548979091258,0
"200",4.12652871510022,125.474883513874,11215.9459015929,5.36601133566797,261.444797679307,445.241456885187,18.5759206776085,86.4336553639854,4.46020098375529,0
"201",5.97003565694293,230.449329324311,16324.1151961823,5.29391860663405,315.186120589257,327.786641958187,13.3259870786061,39.5542488304554,5.42867407162373,0
"203",8.36915435369996,183.500378404178,12975.9003341113,6.60085306378739,315.901121604988,493.465439884787,12.9871064940423,87.0294103203532,3.62974933054891,0
"207",7.89546924594246,154.265780335556,7769.61611884175,7.20526204239963,258.312879398687,407.732217219603,16.4200409606046,63.0160175779737,4.23694729951563,0
"208",7.94748578572575,269.809407021169,34440.7734335139,6.95828320973782,390.104222877643,425.627813989641,13.7492613139773,56.6358113166401,3.70085383970505,0
"209",10.0261591564274,224.266357684608,14962.1778331607,7.42831312836055,336.972949629535,517.51284154326,18.8585188822683,65.3634515830072,4.18227758171333,0
"210",6.48819323961521,225.48190876371,34864.4278934847,8.95169228457343,385.50563536574,324.509840907516,12.6965448036406,97.11286018614,4.592073570821,0
"211",5.86973675533752,207.725455159805,22244.2182358907,6.59776433950309,352.56398697598,465.616480824792,14.8381002339825,77.8227370729317,4.68931504779061,0
"213",5.3041426602159,160.968358236309,25299.5115574544,6.28604310963364,300.500689244112,497.790390512824,15.0130303341647,61.1155132160608,4.16572366399869,0
"217",7.08616840084331,189.145377681423,4304.49248308592,3.61589051720211,259.373321769416,400.904349685945,12.993012235981,63.902288254971,3.4165397533412,0
"219",7.95776834399615,276.733568907405,17162.3984209753,7.8415415527651,397.431962226721,514.42172196485,14.5297792960319,60.5596990414605,3.4507458924446,0
"220",8.87564227845444,228.92158718621,28487.7085978243,5.31873198033787,351.960723177203,474.772518999811,14.6839704708393,52.5788600217086,4.00699155856331,0
"222",6.61370911764185,141.128921521431,25648.5694962574,7.22297155669755,295.236892115392,374.770315796252,14.0382632568622,74.299249801159,3.53977111137399,0
"223",7.73570502175165,137.318165827162,16723.9772436458,7.6758261743027,282.539892327536,595.329263450131,18.7561393718835,63.0427791647274,2.14861153614527,0
"224",9.92504132842911,238.713393382355,10704.6031822988,6.11001941833179,351.597422687113,405.900184105215,13.5503665658569,59.4626689834447,4.70380348857694,0
"225",9.00258310965111,202.990765271534,19523.1248646893,7.24475327449447,330.36151226897,366.491728659898,15.6894044905123,55.6973995213109,4.9048374147333,0
"226",5.09576646493588,273.408448079659,26307.2984547598,10.2198040991106,380.201498210324,513.877579259082,18.2724183249198,61.4251869501384,4.35219346951487,0
"227",8.59467710836267,263.764592684633,23220.1206133904,6.39446306532556,383.962591776564,588.852732852777,13.5799960039457,86.1916351335392,4.75407249931767,0
"228",7.08377906050738,112.820253975763,8580.2455612809,4.21028408058249,234.852699258048,434.7477154376,23.3995160602452,94.1603073012966,3.88768068453079,0
"229",7.68287249807253,180.701375473278,12105.7219342696,5.3967161181901,296.23887686439,469.835625548843,15.8317634363183,61.802095102717,3.77860678762892,0
"232",4.4432388991431,178.956205757461,25008.5322475648,4.94881450872616,298.576675999193,429.544773033779,17.7297240419014,56.3476885302935,3.2683248358356,0
"233",6.97866426237382,183.242796194294,23114.4460756879,6.50082540162331,323.155776883591,470.078705315534,16.0828474789341,65.9957167748058,4.76694323607258,0
"234",6.62361356574513,203.030141349452,17167.3012970225,6.04960089919811,311.726288250947,410.243247459072,15.9145000730461,65.0212289690477,2.91516595074439,0
"235",3.66471056171939,201.097316221765,28102.7566250467,5.68203530158348,330.023530566663,291.148448929928,17.4706309839635,75.1018014839657,3.31615765684216,0
"236",4.81413562088967,205.214041056589,17650.4050491121,8.12108014749549,350.487938699351,414.030708951642,10.9994160757612,47.4026658716864,5.19085180461213,0
"239",7.43678260934554,208.094004009312,28544.6162869804,6.50005253716401,339.023898160193,522.79372999969,17.1152760277208,65.3112772256807,3.72766371920747,0
"240",4.72331257325053,252.274895005436,22833.1920415166,5.92245061418698,378.560303607832,411.295024636609,16.584571439411,66.7284015423132,3.91758669510418,0
"241",9.38065805078832,265.06121614939,15156.789833999,4.27154467106437,333.334469297096,503.170615426576,11.2864100434842,99.0160030703478,4.03434904715828,0
"242",7.81014493319684,187.315047738561,20418.8899258183,7.21489572418028,325.228880822523,351.186080858703,16.8003996084042,68.4854802878939,4.03377370934314,0
"244",9.40632575289828,216.762158660417,27948.5894454311,6.15611079407774,355.473034688256,347.983078276911,16.3407150533146,32.1082924828499,3.09727795747717,0
"245",6.32125931522299,207.257709553623,8532.13951695952,5.98787658356468,286.4892804214,491.765313194964,10.5468862388573,74.5028079950956,4.50145720381399,0
"249",6.58187820154897,272.98274466101,37169.4444035385,8.11473101538499,416.0834805386,351.476839394124,15.1293344878207,79.2610264962444,4.20166286446584,0
"250",6.75514590155163,231.260131296032,18536.698647477,8.75713317860219,342.548014202666,385.11464773746,13.8888343296051,79.3024357267662,5.16272974939749,0
"251",9.44512983786866,145.805402446844,13168.529155676,9.44447108562294,310.583373858597,592.659020975951,8.60639674698695,77.577459510357,3.87516524661655,1
"252",9.0248450374175,128.096691210007,19859.6764758039,8.01642264917374,300.150377020332,451.143481005651,14.770862942398,73.7780256459759,3.98525050574358,1
"254",6.80011909031588,242.008081507515,39143.4033288101,9.50169458771527,187.170714362439,376.456593074679,11.4324663472287,73.7772750262626,3.85493989972107,1
"255",7.174135162808,203.408934620622,20401.1024614714,7.68180628724367,287.085679122561,315.549900019494,14.5335100363542,74.405616026957,3.93989565659868,1
"256",7.65799123699826,236.960889246163,14245.7891212994,6.28906485943393,373.165362810085,416.624188910748,10.4642385820785,85.8527686050276,2.43729628755958,1
"257",8.3229866724023,207.252462231564,28049.6462831663,8.82706128318962,297.813084532892,358.725868777638,18.7092733687305,60.9114203943983,4.05213572755266,1
"259",9.80272078232571,98.7716435320576,27357.4567445803,9.21815039267117,323.199076518646,512.42873084105,14.1689335126457,59.4544397702594,2.76463388142726,1
"260",6.1019552307489,215.268089562092,15976.9262250793,8.85716004351553,308.482695429023,417.843552716728,13.1472794958724,62.5056415296926,3.53559632954302,1
"261",4.99777060128369,280.082410706528,26849.1947354468,6.13075654174046,374.232960584321,297.611540021754,15.5715709560872,70.5602746097244,3.40463290601985,1
"262",4.81576679071707,217.68709316351,16392.1350688723,7.46117047415353,278.742296381795,481.480828295296,15.5172963036029,77.6933736038698,4.37522381127182,1
"263",6.54802055813083,278.585105176989,25508.3869488256,6.74937779548894,366.871502020573,497.321752800084,16.5631665105608,79.3236783954926,3.6118603716661,1
"265",6.61801090558467,233.661635852893,19598.8607397257,4.70104934575262,432.556384963695,401.669790618845,11.7661464338458,73.1919205078204,4.43769574914004,1
"266",7.78805473260521,212.691457283052,29879.0601461059,6.99896153313895,360.668259049047,359.569081510925,14.8287430367056,83.85633634225,3.36875721707398,1
"267",5.19183432714063,211.094184771148,14866.1038632219,7.23869130092435,323.109285136494,388.716579504858,17.7800001111667,83.5054062322764,3.85980093930022,1
"269",6.86963894145909,251.293447537342,21728.8212952965,8.8031747454059,279.776856545596,539.466876868315,12.9941400000062,56.409707919716,4.72670245351097,1
"270",9.05862842407268,155.357557132896,15737.4689378472,7.25197885527358,343.233976980598,463.389255993016,17.8544700182255,83.1751893363853,3.65213447007971,1
"271",7.29188832527326,127.544297140875,27784.0484839693,9.75447593317108,247.335411928897,439.649328619582,17.2850416938327,59.556329521625,5.32871278846637,1
"272",7.275908773684,175.220376484894,22644.7663475189,7.88685452687883,293.309853656816,373.34569257502,17.4116825529683,56.7992867724769,5.06229779847973,1
"273",6.51273712398013,229.263861007556,22475.046873481,12.5800264913679,192.033591675812,479.501278593345,9.98346239180904,66.668576152093,4.61296362935058,1
"274",7.20788678134391,175.870294072927,35804.2926134041,8.06605905236577,320.102172631951,468.562828756636,16.1640912740373,71.1466606777528,3.76274107239947,1
"276",5.32494185561165,280.089654914451,35344.6580470059,13.043806107761,180.206746364823,392.421495804185,10.5048195475838,55.0846678548579,4.42713792569297,1
"277",7.0823006491748,169.468927255576,29846.7190567121,5.44338688845975,350.401848981102,353.030380268577,18.9595343775751,30.3890961143049,3.48557738822312,1
"279",10.7618977998893,81.7108952702466,25999.9536694326,8.47739387245703,318.427240845716,392.704081818416,12.7163501421487,52.2469724438563,4.66179851605217,1
"280",6.28680694843698,258.300051617754,13777.376191089,7.48325769818212,328.680649626051,563.434775102912,16.4608368767156,73.5166535116709,4.10486327518941,1
"281",9.79455869937693,129.870958376984,20682.7317424549,9.39084259250787,291.980083478375,427.123948431111,11.8532280886275,78.7114694303526,2.94541873770341,1
"282",8.21044356514371,167.102191520115,13933.0853601079,10.4228417833379,243.485941834868,391.06887363378,13.7470576802256,61.0582102855309,4.97605515969394,1
"284",10.3561188272084,136.323751748928,48621.563951536,9.15870390285125,327.922751045124,365.720291500426,17.9755638351625,77.3598543442416,4.20184944129709,1
"285",7.95898429188418,171.483624686539,23625.8138861317,9.53773514716478,259.979966170675,327.623881017921,16.1171104616789,107.754042638605,4.69800791612345,1
"289",6.55284747437498,198.806939651383,34006.4207331358,8.69120617515994,274.904351202919,477.163906779636,14.3696300902099,78.1730625863473,4.6879861552467,1
"290",7.62855272314385,156.793694243793,26244.0369079543,8.33761043352337,255.043193580743,495.966986127122,13.6339743809585,65.6048412472268,4.18205714791972,1
"291",4.79084054024307,268.720881226567,17862.3690025893,4.55457362718355,377.241161336703,608.846856312653,10.8063131063645,83.7022359888229,3.25885894503153,1
"292",7.71095993884485,181.93812564612,6552.62631415427,5.38924862083463,390.596391976462,516.28408285954,17.0107849102544,58.2417341908549,4.28894682039449,1
"293",8.29129900596814,211.217034296904,20008.1349573868,8.76787503481929,275.767321067182,475.909129898467,12.6146688952863,66.6129836341286,3.42470192065239,1
"295",9.03266057914468,121.441441512638,15618.1702479305,6.15749073924698,372.92745570034,390.657226120291,15.0303151060018,63.1256169951842,4.92721827227261,1
